tag,point_id,cell_id,cell_tag,rep,policy,rho,update_seq,update_kind,digest,fate_class,v_next
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,77,upsert,L0016,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,78,upsert,L0042,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,79,upsert,L0000,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,80,upsert,L0057,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,81,upsert,L0003,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,82,upsert,L0002,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,83,upsert,L0022,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,84,upsert,L0020,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,85,upsert,L0046,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,86,upsert,L0018,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,87,upsert,L0059,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,88,upsert,L0004,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,89,upsert,L0029,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,90,upsert,L0048,A_no_future_use,
b03v2,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03v2,0,exact_fifo,1.0,91,upsert,L0020,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,32,upsert,L0002,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,72,upsert,L0008,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,74,upsert,L0008,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,76,upsert,L0004,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,82,upsert,L0002,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,85,upsert,L0046,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,88,upsert,L0004,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,89,upsert,L0029,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,90,upsert,L0048,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,91,upsert,L0020,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,92,upsert,L0002,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,93,upsert,L0000,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,94,upsert,L0017,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,95,upsert,L0013,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,96,upsert,L0106,B_no_decision_flip,0.0
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,97,upsert,L0113,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,98,upsert,L0091,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,99,upsert,L0066,D_meaningful_value_flip,38.96
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,100,upsert,L0110,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,101,upsert,L0103,D_meaningful_value_flip,38.96
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,102,upsert,L0075,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,103,upsert,L0064,D_meaningful_value_flip,40.96
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,104,upsert,L0070,B_no_decision_flip,0.0
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,105,upsert,L0064,C_low_value_flip,0.0
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,106,upsert,L0106,D_meaningful_value_flip,8.24
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,107,upsert,L0102,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,109,upsert,L0071,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,110,upsert,L0071,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,111,upsert,L0073,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,112,upsert,L0093,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,113,upsert,L0124,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,114,upsert,L0082,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,115,upsert,L0070,C_low_value_flip,2.0
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,116,upsert,L0081,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,117,upsert,L0120,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,118,upsert,L0089,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,119,upsert,L0077,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,120,upsert,L0123,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,121,upsert,L0082,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,122,upsert,L0064,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,123,upsert,L0067,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,124,upsert,L0089,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,125,upsert,L0084,A_no_future_use,
b03v2,base,agg_full@rho1.2,rep0_base_agg_full@rho1.2_b03v2,0,agg_full,1.2,127,upsert,L0075,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,0,upsert,L0040,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,1,upsert,L0004,D_meaningful_value_flip,40.96
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,2,upsert,L0002,B_no_decision_flip,0.0
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,3,upsert,L0040,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,4,upsert,L0003,D_meaningful_value_flip,40.96
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,5,upsert,L0000,D_meaningful_value_flip,38.96
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,6,upsert,L0046,D_meaningful_value_flip,40.96
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,7,upsert,L0025,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,8,upsert,L0002,D_meaningful_value_flip,8.24
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,9,upsert,L0033,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,10,upsert,L0007,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,11,upsert,L0025,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,12,upsert,L0029,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,13,upsert,L0028,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,14,upsert,L0044,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,15,upsert,L0033,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,16,upsert,L0019,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,17,upsert,L0000,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,18,upsert,L0012,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,19,upsert,L0013,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,20,upsert,L0041,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,21,upsert,L0014,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,22,upsert,L0003,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,23,upsert,L0000,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,24,upsert,L0009,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,25,upsert,L0000,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,26,upsert,L0027,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,27,upsert,L0015,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,28,upsert,L0000,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,29,upsert,L0001,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,30,upsert,L0007,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,31,upsert,L0044,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,32,upsert,L0002,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,33,upsert,L0008,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,34,upsert,L0057,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,35,upsert,L0022,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,36,upsert,L0001,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,37,upsert,L0058,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,38,upsert,L0000,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,39,upsert,L0010,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,40,upsert,L0006,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,41,upsert,L0056,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,42,upsert,L0021,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,43,upsert,L0006,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,44,upsert,L0046,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,45,upsert,L0003,A_no_future_use,
b03v2,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03v2,0,exact_fifo,0.8,46,upsert,L0001,A_no_future_use,
