request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
47,0,62,0,tenant-6,L0062,2048,False
48,0,0,2,tenant-0,L0000,3072,False
49,0,5,0,tenant-5,L0005,2048,False
50,0,2,0,tenant-2,L0002,2048,False
51,0,0,0,tenant-0,L0000,2048,False
52,0,0,1,tenant-0,L0000,2560,False
53,0,33,1,tenant-1,L0033,2560,False
54,0,1,2,tenant-1,L0001,3072,False
55,0,33,2,tenant-1,L0033,3072,False
56,0,1,0,tenant-1,L0001,2048,False
57,0,7,1,tenant-7,L0007,2560,False
58,0,20,0,tenant-4,L0020,2048,False
59,0,10,0,tenant-2,L0010,2048,False
60,0,4,0,tenant-4,L0004,2048,False
61,0,60,2,tenant-4,L0060,3072,False
62,0,2,1,tenant-2,L0002,2560,False
63,0,2,2,tenant-2,L0002,3072,False
64,1,84,0,tenant-4,L0084,2048,False
65,1,64,0,tenant-0,L0064,2048,False
66,1,68,0,tenant-4,L0068,2048,False
67,1,114,0,tenant-2,L0114,2048,False
68,1,87,0,tenant-7,L0087,2048,False
69,1,98,0,tenant-2,L0098,2048,False
70,1,76,0,tenant-4,L0076,2048,False
71,1,64,1,tenant-0,L0064,2560,False
72,1,71,0,tenant-7,L0071,2048,False
73,1,97,0,tenant-1,L0097,2048,False
74,1,74,0,tenant-2,L0074,2048,False
75,1,76,1,tenant-4,L0076,2560,False
76,1,85,0,tenant-5,L0085,2048,False
77,1,79,0,tenant-7,L0079,2048,False
78,1,64,2,tenant-0,L0064,3072,False
79,1,71,1,tenant-7,L0071,2560,False
80,1,65,0,tenant-1,L0065,2048,False
81,1,68,1,tenant-4,L0068,2560,False
82,1,65,1,tenant-1,L0065,2560,False
83,1,64,0,tenant-0,L0064,2048,False
84,1,67,0,tenant-3,L0067,2048,False
85,1,65,2,tenant-1,L0065,3072,False
86,1,76,2,tenant-4,L0076,3072,False
87,1,79,1,tenant-7,L0079,2560,False
88,1,69,0,tenant-5,L0069,2048,False
89,1,69,1,tenant-5,L0069,2560,False
90,1,65,0,tenant-1,L0065,2048,False
91,1,65,1,tenant-1,L0065,2560,False
92,1,64,1,tenant-0,L0064,2560,False
93,1,65,2,tenant-1,L0065,3072,False
94,1,66,0,tenant-2,L0066,2048,False
95,1,64,2,tenant-0,L0064,3072,False
96,1,79,2,tenant-7,L0079,3072,False
97,1,66,1,tenant-2,L0066,2560,False
98,1,65,0,tenant-1,L0065,2048,False
99,1,64,0,tenant-0,L0064,2048,False
100,1,65,1,tenant-1,L0065,2560,False
101,1,65,2,tenant-1,L0065,3072,False
102,1,64,1,tenant-0,L0064,2560,False
103,1,97,1,tenant-1,L0097,2560,False
104,1,115,0,tenant-3,L0115,2048,False
105,1,118,0,tenant-6,L0118,2048,False
106,1,85,1,tenant-5,L0085,2560,False
107,1,100,0,tenant-4,L0100,2048,False
108,1,64,2,tenant-0,L0064,3072,False
109,1,64,0,tenant-0,L0064,2048,False
110,1,71,2,tenant-7,L0071,3072,False
111,1,64,1,tenant-0,L0064,2560,False
112,1,64,2,tenant-0,L0064,3072,False
113,1,64,0,tenant-0,L0064,2048,False
114,1,66,2,tenant-2,L0066,3072,False
115,1,75,0,tenant-3,L0075,2048,False
116,1,77,0,tenant-5,L0077,2048,False
117,1,64,1,tenant-0,L0064,2560,False
118,1,122,0,tenant-2,L0122,2048,False
119,1,73,0,tenant-1,L0073,2048,False
120,1,127,0,tenant-7,L0127,2048,False
121,1,71,0,tenant-7,L0071,2048,False
122,1,66,0,tenant-2,L0066,2048,False
123,1,111,0,tenant-7,L0111,2048,False
124,1,65,0,tenant-1,L0065,2048,False
125,1,69,2,tenant-5,L0069,3072,False
126,1,64,2,tenant-0,L0064,3072,False
127,1,122,1,tenant-2,L0122,2560,False
