request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
156,1,65,1,tenant-1,L0065,2560,False
157,1,68,1,tenant-4,L0068,2560,False
158,1,75,0,tenant-3,L0075,2048,False
159,1,81,2,tenant-1,L0081,3072,False
160,1,74,2,tenant-2,L0074,3072,False
161,1,66,2,tenant-2,L0066,3072,False
162,1,116,0,tenant-4,L0116,2048,False
163,1,92,2,tenant-4,L0092,3072,False
164,1,83,1,tenant-3,L0083,2560,False
165,1,99,1,tenant-3,L0099,2560,False
166,1,67,2,tenant-3,L0067,3072,False
167,1,91,1,tenant-3,L0091,2560,False
168,1,69,1,tenant-5,L0069,2560,False
169,1,75,1,tenant-3,L0075,2560,False
170,1,87,1,tenant-7,L0087,2560,False
171,1,69,2,tenant-5,L0069,3072,False
172,1,105,0,tenant-1,L0105,2048,False
173,1,66,0,tenant-2,L0066,2048,False
174,1,71,0,tenant-7,L0071,2048,False
175,1,70,2,tenant-6,L0070,3072,False
176,1,76,2,tenant-4,L0076,3072,False
177,1,66,1,tenant-2,L0066,2560,False
178,1,89,0,tenant-1,L0089,2048,False
179,1,75,2,tenant-3,L0075,3072,False
180,1,73,0,tenant-1,L0073,2048,False
181,1,64,1,tenant-0,L0064,2560,False
182,1,114,1,tenant-2,L0114,2560,False
183,1,71,1,tenant-7,L0071,2560,False
184,1,108,0,tenant-4,L0108,2048,False
185,1,125,1,tenant-5,L0125,2560,False
186,1,74,0,tenant-2,L0074,2048,False
187,1,104,0,tenant-0,L0104,2048,False
188,1,121,0,tenant-1,L0121,2048,False
189,1,79,1,tenant-7,L0079,2560,False
190,1,95,2,tenant-7,L0095,3072,False
191,1,68,2,tenant-4,L0068,3072,False
