request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
76,0,35,0,tenant-3,L0035,2048,False
77,0,22,1,tenant-6,L0022,2560,False
78,0,3,1,tenant-3,L0003,2560,False
79,0,5,1,tenant-5,L0005,2560,False
80,0,53,1,tenant-5,L0053,2560,False
81,0,0,0,tenant-0,L0000,2048,False
82,0,10,1,tenant-2,L0010,2560,False
83,0,8,0,tenant-0,L0008,2048,False
84,0,33,0,tenant-1,L0033,2048,False
85,0,12,0,tenant-4,L0012,2048,False
86,0,8,1,tenant-0,L0008,2560,False
87,0,29,0,tenant-5,L0029,2048,False
88,0,57,0,tenant-1,L0057,2048,False
89,0,4,2,tenant-4,L0004,3072,False
90,0,3,2,tenant-3,L0003,3072,False
91,0,1,2,tenant-1,L0001,3072,False
92,0,29,1,tenant-5,L0029,2560,False
93,0,20,0,tenant-4,L0020,2048,False
94,0,0,1,tenant-0,L0000,2560,False
95,0,38,1,tenant-6,L0038,2560,False
96,1,76,0,tenant-4,L0076,2048,False
97,1,74,0,tenant-2,L0074,2048,False
98,1,76,1,tenant-4,L0076,2560,False
99,1,98,0,tenant-2,L0098,2048,False
100,1,116,0,tenant-4,L0116,2048,False
101,1,70,0,tenant-6,L0070,2048,False
102,1,66,0,tenant-2,L0066,2048,False
103,1,84,0,tenant-4,L0084,2048,False
104,1,69,0,tenant-5,L0069,2048,False
105,1,95,0,tenant-7,L0095,2048,False
106,1,65,0,tenant-1,L0065,2048,False
107,1,71,0,tenant-7,L0071,2048,False
108,1,104,0,tenant-0,L0104,2048,False
109,1,84,1,tenant-4,L0084,2560,False
110,1,83,0,tenant-3,L0083,2048,False
111,1,103,0,tenant-7,L0103,2048,False
112,1,110,0,tenant-6,L0110,2048,False
113,1,116,1,tenant-4,L0116,2560,False
114,1,98,1,tenant-2,L0098,2560,False
115,1,66,1,tenant-2,L0066,2560,False
116,1,64,0,tenant-0,L0064,2048,False
117,1,80,0,tenant-0,L0080,2048,False
118,1,72,0,tenant-0,L0072,2048,False
119,1,65,1,tenant-1,L0065,2560,False
120,1,64,1,tenant-0,L0064,2560,False
121,1,65,2,tenant-1,L0065,3072,False
122,1,68,0,tenant-4,L0068,2048,False
123,1,95,1,tenant-7,L0095,2560,False
124,1,99,0,tenant-3,L0099,2048,False
125,1,96,0,tenant-0,L0096,2048,False
126,1,72,1,tenant-0,L0072,2560,False
127,1,95,2,tenant-7,L0095,3072,False
128,1,77,0,tenant-5,L0077,2048,False
129,1,72,2,tenant-0,L0072,3072,False
130,1,70,1,tenant-6,L0070,2560,False
131,1,68,1,tenant-4,L0068,2560,False
132,1,95,0,tenant-7,L0095,2048,False
133,1,69,1,tenant-5,L0069,2560,False
134,1,72,0,tenant-0,L0072,2048,False
135,1,68,2,tenant-4,L0068,3072,False
136,1,124,0,tenant-4,L0124,2048,False
137,1,126,0,tenant-6,L0126,2048,False
138,1,113,0,tenant-1,L0113,2048,False
139,1,79,0,tenant-7,L0079,2048,False
140,1,93,0,tenant-5,L0093,2048,False
141,1,86,0,tenant-6,L0086,2048,False
142,1,68,0,tenant-4,L0068,2048,False
143,1,108,0,tenant-4,L0108,2048,False
144,1,74,1,tenant-2,L0074,2560,False
145,1,103,1,tenant-7,L0103,2560,False
146,1,89,0,tenant-1,L0089,2048,False
147,1,84,2,tenant-4,L0084,3072,False
148,1,65,0,tenant-1,L0065,2048,False
149,1,70,2,tenant-6,L0070,3072,False
150,1,97,0,tenant-1,L0097,2048,False
151,1,88,0,tenant-0,L0088,2048,False
152,1,92,0,tenant-4,L0092,2048,False
153,1,107,0,tenant-3,L0107,2048,False
154,1,109,0,tenant-5,L0109,2048,False
155,1,70,0,tenant-6,L0070,2048,False
156,1,125,0,tenant-5,L0125,2048,False
157,1,65,1,tenant-1,L0065,2560,False
158,1,108,1,tenant-4,L0108,2560,False
159,1,73,0,tenant-1,L0073,2048,False
160,1,72,1,tenant-0,L0072,2560,False
161,1,105,0,tenant-1,L0105,2048,False
162,1,77,1,tenant-5,L0077,2560,False
163,1,124,1,tenant-4,L0124,2560,False
164,1,121,0,tenant-1,L0121,2048,False
165,1,100,0,tenant-4,L0100,2048,False
166,1,68,1,tenant-4,L0068,2560,False
167,1,84,0,tenant-4,L0084,2048,False
168,1,93,1,tenant-5,L0093,2560,False
169,1,93,2,tenant-5,L0093,3072,False
170,1,124,2,tenant-4,L0124,3072,False
171,1,65,2,tenant-1,L0065,3072,False
172,1,74,2,tenant-2,L0074,3072,False
173,1,76,2,tenant-4,L0076,3072,False
174,1,93,0,tenant-5,L0093,2048,False
175,1,120,0,tenant-0,L0120,2048,False
176,1,64,2,tenant-0,L0064,3072,False
177,1,97,1,tenant-1,L0097,2560,False
178,1,65,0,tenant-1,L0065,2048,False
179,1,83,1,tenant-3,L0083,2560,False
180,1,64,0,tenant-0,L0064,2048,False
181,1,79,1,tenant-7,L0079,2560,False
182,1,65,1,tenant-1,L0065,2560,False
183,1,123,0,tenant-3,L0123,2048,False
184,1,71,1,tenant-7,L0071,2560,False
185,1,64,1,tenant-0,L0064,2560,False
186,1,76,0,tenant-4,L0076,2048,False
187,1,89,1,tenant-1,L0089,2560,False
188,1,64,2,tenant-0,L0064,3072,False
189,1,69,2,tenant-5,L0069,3072,False
190,1,78,0,tenant-6,L0078,2048,False
191,1,100,1,tenant-4,L0100,2560,False
