request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
52,0,0,2,tenant-0,L0000,3072,False
53,0,8,0,tenant-0,L0008,2048,False
54,0,50,0,tenant-2,L0050,2048,False
55,0,1,2,tenant-1,L0001,3072,False
56,0,58,0,tenant-2,L0058,2048,False
57,0,32,1,tenant-0,L0032,2560,False
58,0,3,0,tenant-3,L0003,2048,False
59,0,2,0,tenant-2,L0002,2048,False
60,0,51,1,tenant-3,L0051,2560,False
61,0,20,2,tenant-4,L0020,3072,False
62,0,28,0,tenant-4,L0028,2048,False
63,0,9,2,tenant-1,L0009,3072,False
64,1,64,0,tenant-0,L0064,2048,False
65,1,87,0,tenant-7,L0087,2048,False
66,1,75,0,tenant-3,L0075,2048,False
67,1,68,0,tenant-4,L0068,2048,False
68,1,83,0,tenant-3,L0083,2048,False
69,1,82,0,tenant-2,L0082,2048,False
70,1,64,1,tenant-0,L0064,2560,False
71,1,64,2,tenant-0,L0064,3072,False
72,1,107,0,tenant-3,L0107,2048,False
73,1,84,0,tenant-4,L0084,2048,False
74,1,93,0,tenant-5,L0093,2048,False
75,1,64,0,tenant-0,L0064,2048,False
76,1,68,1,tenant-4,L0068,2560,False
77,1,71,0,tenant-7,L0071,2048,False
78,1,69,0,tenant-5,L0069,2048,False
79,1,65,0,tenant-1,L0065,2048,False
80,1,107,1,tenant-3,L0107,2560,False
81,1,77,0,tenant-5,L0077,2048,False
82,1,106,0,tenant-2,L0106,2048,False
83,1,68,2,tenant-4,L0068,3072,False
84,1,69,1,tenant-5,L0069,2560,False
85,1,66,0,tenant-2,L0066,2048,False
86,1,65,1,tenant-1,L0065,2560,False
87,1,68,0,tenant-4,L0068,2048,False
88,1,70,0,tenant-6,L0070,2048,False
89,1,71,1,tenant-7,L0071,2560,False
90,1,93,1,tenant-5,L0093,2560,False
91,1,101,0,tenant-5,L0101,2048,False
92,1,88,0,tenant-0,L0088,2048,False
93,1,114,0,tenant-2,L0114,2048,False
94,1,72,0,tenant-0,L0072,2048,False
95,1,81,0,tenant-1,L0081,2048,False
96,1,92,0,tenant-4,L0092,2048,False
97,1,65,2,tenant-1,L0065,3072,False
98,1,78,0,tenant-6,L0078,2048,False
99,1,65,0,tenant-1,L0065,2048,False
100,1,66,1,tenant-2,L0066,2560,False
101,1,72,1,tenant-0,L0072,2560,False
102,1,85,0,tenant-5,L0085,2048,False
103,1,85,1,tenant-5,L0085,2560,False
104,1,105,0,tenant-1,L0105,2048,False
105,1,80,0,tenant-0,L0080,2048,False
106,1,79,0,tenant-7,L0079,2048,False
107,1,81,1,tenant-1,L0081,2560,False
108,1,78,1,tenant-6,L0078,2560,False
109,1,79,1,tenant-7,L0079,2560,False
110,1,92,1,tenant-4,L0092,2560,False
111,1,64,1,tenant-0,L0064,2560,False
112,1,73,0,tenant-1,L0073,2048,False
113,1,65,1,tenant-1,L0065,2560,False
114,1,65,2,tenant-1,L0065,3072,False
115,1,99,0,tenant-3,L0099,2048,False
116,1,85,2,tenant-5,L0085,3072,False
117,1,66,2,tenant-2,L0066,3072,False
118,1,69,2,tenant-5,L0069,3072,False
119,1,66,0,tenant-2,L0066,2048,False
120,1,64,2,tenant-0,L0064,3072,False
121,1,73,1,tenant-1,L0073,2560,False
122,1,64,0,tenant-0,L0064,2048,False
123,1,71,2,tenant-7,L0071,3072,False
124,1,121,0,tenant-1,L0121,2048,False
125,1,64,1,tenant-0,L0064,2560,False
126,1,64,2,tenant-0,L0064,3072,False
127,1,74,0,tenant-2,L0074,2048,False
